DateTime,Location,Meter Name,Commodity Name,Demand/Usage
2017-07-08 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),189.9
2017-07-08 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),223.2
2017-07-08 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),10.8
2017-07-08 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-08 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-08 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-08 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-08 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-08 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-08 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-08 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-08 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-09 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-09 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-10 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-10 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),241.2
2017-07-10 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),224.1
2017-07-10 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),320.4
2017-07-10 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),353.7
2017-07-10 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),477.9
2017-07-10 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),514.8
2017-07-10 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),484.2
2017-07-10 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),458.1
2017-07-10 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),504.0
2017-07-10 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),487.8
2017-07-10 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),466.2
2017-07-10 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),453.6
2017-07-10 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),463.5
2017-07-10 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),18.0
2017-07-10 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-10 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-11 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-11 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),145.8
2017-07-11 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),307.8
2017-07-11 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),400.5
2017-07-11 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),378.0
2017-07-11 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),369.9
2017-07-11 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),359.1
2017-07-11 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),389.7
2017-07-11 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),397.8
2017-07-11 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),397.8
2017-07-11 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),405.9
2017-07-11 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),421.2
2017-07-11 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),428.4
2017-07-11 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),430.2
2017-07-11 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),17.1
2017-07-11 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-11 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),9.0
2017-07-12 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-12 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-12 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),354.6
2017-07-12 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),547.2
2017-07-12 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),504.9
2017-07-12 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),523.8
2017-07-12 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),525.6
2017-07-12 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),490.5
2017-07-12 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),485.1
2017-07-12 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),520.2
2017-07-12 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),552.6
2017-07-12 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),521.1
2017-07-12 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),529.2
2017-07-12 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),504.9
2017-07-12 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),18.9
2017-07-12 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-12 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-13 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),190.8
2017-07-13 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),442.8
2017-07-13 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),252.9
2017-07-13 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),239.4
2017-07-13 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),239.4
2017-07-13 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),180.0
2017-07-13 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),162.0
2017-07-13 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),151.2
2017-07-13 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),129.6
2017-07-13 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),118.8
2017-07-13 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),117.0
2017-07-13 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),116.1
2017-07-13 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),9.9
2017-07-13 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-13 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-14 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),9.0
2017-07-14 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),28.8
2017-07-14 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),210.6
2017-07-14 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),145.8
2017-07-14 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),144.0
2017-07-14 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),126.9
2017-07-14 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),135.9
2017-07-14 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),126.9
2017-07-14 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),9.0
2017-07-14 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),94.5
2017-07-14 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),128.7
2017-07-14 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),15.3
2017-07-14 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),9.0
2017-07-14 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-14 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-14 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-15 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),123.3
2017-07-15 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),147.6
2017-07-15 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),134.1
2017-07-15 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),134.742857755934
2017-07-15 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),139.5
2017-07-15 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),10.8
2017-07-15 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-15 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-15 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-15 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-16 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-16 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-17 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),9.000000023841
2017-07-17 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-17 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-17 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-17 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-17 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-17 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),199.8
2017-07-17 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),487.8
2017-07-17 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),470.7
2017-07-17 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),477.9
2017-07-17 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),477.9
2017-07-17 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),490.5
2017-07-17 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),490.5
2017-07-17 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),472.5
2017-07-17 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),476.1
2017-07-17 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),452.7
2017-07-17 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),409.5
2017-07-17 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),414.0
2017-07-17 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),391.5
2017-07-17 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),16.2
2017-07-17 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-17 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-17 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-17 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),431.1
2017-07-18 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),618.3
2017-07-18 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),503.1
2017-07-18 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),502.2
2017-07-18 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),498.6
2017-07-18 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),490.056754208437
2017-07-18 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),493.2
2017-07-18 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),497.7
2017-07-18 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),513.9
2017-07-18 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),523.8
2017-07-18 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),524.7
2017-07-18 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),493.2
2017-07-18 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),17.1
2017-07-18 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-18 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),9.9
2017-07-19 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),487.8
2017-07-19 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),509.4
2017-07-19 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),459.9
2017-07-19 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),495.9
2017-07-19 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),505.8
2017-07-19 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),526.5
2017-07-19 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),563.4
2017-07-19 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),591.3
2017-07-19 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),577.8
2017-07-19 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),540.9
2017-07-19 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),540.0
2017-07-19 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),512.1
2017-07-19 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),533.7
2017-07-19 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),483.3
2017-07-19 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),18.9
2017-07-19 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-19 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-20 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.200000023841
2017-07-20 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-20 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-20 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-20 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-20 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-20 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),126.9
2017-07-20 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),450.9
2017-07-20 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),429.3
2017-07-20 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),442.8
2017-07-20 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),479.7
2017-07-20 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),507.6
2017-07-20 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),511.2
2017-07-20 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),519.3
2017-07-20 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),529.2
2017-07-20 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),522.9
2017-07-20 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),517.5
2017-07-20 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),506.7
2017-07-20 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),513.9
2017-07-20 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),18.0
2017-07-20 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),9.0
2017-07-20 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-20 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-20 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-21 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-21 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),165.6
2017-07-21 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),387.9
2017-07-21 08:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),325.8
2017-07-21 09:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),396.9
2017-07-21 09:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),400.5
2017-07-21 11:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),372.6
2017-07-21 12:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),335.7
2017-07-21 12:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),345.6
2017-07-21 14:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),349.2
2017-07-21 15:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),355.5
2017-07-21 15:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),362.7
2017-07-21 17:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),383.4
2017-07-21 18:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),378.9
2017-07-21 18:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),15.3
2017-07-21 20:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 21:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 21:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-21 23:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-22 00:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-22 00:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-22 02:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-22 03:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-22 03:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-22 05:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),8.1
2017-07-22 06:00:00.000,Address 1,Meter 2,Electricity Usage (kWh),7.2
2017-07-22 06:59:59.999,Address 1,Meter 2,Electricity Usage (kWh),8.1
