DateTime,Location,Meter Name,Commodity Name,Demand/Usage
2017-09-08 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),624.0
2017-09-08 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),638.4
2017-09-08 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),661.2
2017-09-08 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),661.2
2017-09-08 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),661.2
2017-09-08 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),621.6
2017-09-08 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),613.2
2017-09-08 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),603.6
2017-09-08 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),189.6
2017-09-08 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),156.0
2017-09-08 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),153.6
2017-09-08 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),152.4
2017-09-08 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-09 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-09 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-09 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),144.0
2017-09-09 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),135.6
2017-09-09 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),136.8
2017-09-09 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),136.8
2017-09-09 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),136.8
2017-09-09 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),120.0
2017-09-09 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),121.2
2017-09-09 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),219.6
2017-09-09 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),348.0
2017-09-09 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),398.4
2017-09-09 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),396.0
2017-09-09 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),400.8
2017-09-09 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),158.4
2017-09-09 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),148.8
2017-09-09 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-09 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),148.8
2017-09-09 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-09 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-09 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-09 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-09 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-09 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),144.0
2017-09-10 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-10 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-10 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-10 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-10 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),139.2
2017-09-10 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-10 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-10 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),122.4
2017-09-10 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),111.6
2017-09-10 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),108.0
2017-09-10 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),112.8
2017-09-10 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),114.0
2017-09-10 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),112.8
2017-09-10 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),117.6
2017-09-10 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),121.2
2017-09-10 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),121.2
2017-09-10 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),126.0
2017-09-10 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),118.8
2017-09-10 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),122.4
2017-09-10 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),117.6
2017-09-10 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),151.2
2017-09-10 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-10 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-10 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-11 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-11 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-11 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),139.2
2017-09-11 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),135.6
2017-09-11 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),109.466665893131
2017-09-11 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),109.2
2017-09-11 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),114.0
2017-09-11 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),177.6
2017-09-11 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),357.6
2017-09-11 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),451.2
2017-09-11 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),499.2
2017-09-11 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),603.6
2017-09-11 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),649.2
2017-09-11 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),655.2
2017-09-11 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),649.2
2017-09-11 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),643.2
2017-09-11 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),633.6
2017-09-11 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),632.4
2017-09-11 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),627.6
2017-09-11 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),195.6
2017-09-11 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),168.0
2017-09-11 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),164.4
2017-09-11 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),162.0
2017-09-11 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),156.0
2017-09-12 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-12 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-12 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-12 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),138.0
2017-09-12 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),139.2
2017-09-12 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),136.8
2017-09-12 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),144.0
2017-09-12 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),176.4
2017-09-12 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),464.4
2017-09-12 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),607.2
2017-09-12 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),642.0
2017-09-12 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),639.6
2017-09-12 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),667.2
2017-09-12 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),682.8
2017-09-12 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),669.6
2017-09-12 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),667.2
2017-09-12 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),661.199995565415
2017-09-12 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),660.0
2017-09-12 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),648.0
2017-09-12 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),200.4
2017-09-12 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),170.4
2017-09-12 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),165.6
2017-09-12 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),163.2
2017-09-12 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),158.4
2017-09-13 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),157.2
2017-09-13 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),150.0
2017-09-13 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-13 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-13 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),135.6
2017-09-13 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),136.8
2017-09-13 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-13 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),201.6
2017-09-13 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),520.8
2017-09-13 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),633.6
2017-09-13 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),679.2
2017-09-13 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),678.0
2017-09-13 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),675.6
2017-09-13 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),676.8
2017-09-13 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),667.2
2017-09-13 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),657.6
2017-09-13 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),654.0
2017-09-13 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),648.0
2017-09-13 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),636.0
2017-09-13 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),544.8
2017-09-13 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),542.4
2017-09-13 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),537.6
2017-09-13 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),218.4
2017-09-13 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),160.8
2017-09-14 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),156.0
2017-09-14 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),154.8
2017-09-14 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),153.6
2017-09-14 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-14 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),147.602954663549
2017-09-14 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-14 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),154.8
2017-09-14 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),272.4
2017-09-14 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),517.2
2017-09-14 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),710.4
2017-09-14 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),728.4
2017-09-14 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),682.8
2017-09-14 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),687.6
2017-09-14 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),651.6
2017-09-14 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),680.4
2017-09-14 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),676.8
2017-09-14 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),673.2
2017-09-14 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),680.4
2017-09-14 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),672.0
2017-09-14 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),262.8
2017-09-14 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),211.2
2017-09-14 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),181.2
2017-09-14 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),160.8
2017-09-14 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),189.6
2017-09-15 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),200.4
2017-09-15 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),195.6
2017-09-15 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),194.4
2017-09-15 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),190.8
2017-09-15 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),189.6
2017-09-15 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),187.2
2017-09-15 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),193.2
2017-09-15 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),288.0
2017-09-15 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),606.0
2017-09-15 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),691.2
2017-09-15 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),684.0
2017-09-15 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),669.6
2017-09-15 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),669.6
2017-09-15 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),685.2
2017-09-15 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),682.8
2017-09-15 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),673.2
2017-09-15 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),663.6
2017-09-15 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),669.6
2017-09-15 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),663.6
2017-09-15 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),260.4
2017-09-15 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),206.4
2017-09-15 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),204.0
2017-09-15 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),201.6
2017-09-15 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),196.8
2017-09-16 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),192.0
2017-09-16 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),193.2
2017-09-16 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),193.2
2017-09-16 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),189.6
2017-09-16 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),187.2
2017-09-16 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),189.6
2017-09-16 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),193.2
2017-09-16 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),192.0
2017-09-16 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),223.2
2017-09-16 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),289.2
2017-09-16 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),452.4
2017-09-16 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),427.2
2017-09-16 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),432.0
2017-09-16 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),440.4
2017-09-16 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),214.8
2017-09-16 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),198.0
2017-09-16 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),201.6
2017-09-16 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),200.4
2017-09-16 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),199.2
2017-09-16 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),171.6
2017-09-16 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),154.8
2017-09-16 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),151.2
2017-09-16 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),186.0
2017-09-16 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),164.4
2017-09-17 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-17 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-17 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),148.8
2017-09-17 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-17 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),137.999999094009
2017-09-17 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),138.0
2017-09-17 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-17 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-17 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-17 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-17 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),166.8
2017-09-17 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),152.4
2017-09-17 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),186.0
2017-09-17 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),196.8
2017-09-17 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),198.0
2017-09-17 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),198.0
2017-09-17 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),199.2
2017-09-17 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),180.0
2017-09-17 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),151.2
2017-09-17 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),153.6
2017-09-17 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),169.2
2017-09-17 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-17 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-17 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),168.0
2017-09-18 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),144.0
2017-09-18 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-18 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),159.6
2017-09-18 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-18 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),138.0
2017-09-18 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),160.8
2017-09-18 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),152.4
2017-09-18 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),394.8
2017-09-18 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),640.8
2017-09-18 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),732.0
2017-09-18 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),744.0
2017-09-18 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),684.0
2017-09-18 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),739.2
2017-09-18 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),571.2
2017-09-18 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),544.8
2017-09-18 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),541.2
2017-09-18 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),453.6
2017-09-18 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),542.4
2017-09-18 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),528.0
2017-09-18 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),208.8
2017-09-18 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),159.6
2017-09-18 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),154.8
2017-09-18 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),151.2
2017-09-18 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-19 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),144.0
2017-09-19 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-19 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-19 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),138.0
2017-09-19 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),138.0
2017-09-19 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),139.2
2017-09-19 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-19 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),224.4
2017-09-19 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),547.2
2017-09-19 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),580.8
2017-09-19 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),592.8
2017-09-19 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),534.0
2017-09-19 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),536.4
2017-09-19 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),556.8
2017-09-19 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),554.4
2017-09-19 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),548.4
2017-09-19 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),546.0
2017-09-19 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),546.0
2017-09-19 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),538.8
2017-09-19 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),193.2
2017-09-19 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),159.6
2017-09-19 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),153.6
2017-09-19 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),154.8
2017-09-19 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),148.8
2017-09-20 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),146.4
2017-09-20 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-20 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-20 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),141.6
2017-09-20 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),140.533332326677
2017-09-20 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-20 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-20 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),182.4
2017-09-20 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),628.8
2017-09-20 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),650.4
2017-09-20 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),656.4
2017-09-20 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),650.4
2017-09-20 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),645.6
2017-09-20 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),658.8
2017-09-20 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),654.0
2017-09-20 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),648.0
2017-09-20 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),654.0
2017-09-20 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),644.4
2017-09-20 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),646.8
2017-09-20 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),228.0
2017-09-20 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),207.6
2017-09-20 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),205.2
2017-09-20 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),202.8
2017-09-20 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),198.0
2017-09-21 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),194.4
2017-09-21 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),195.6
2017-09-21 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),163.2
2017-09-21 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-21 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-21 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-21 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),153.6
2017-09-21 06:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),261.6
2017-09-21 08:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),574.8
2017-09-21 09:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),686.4
2017-09-21 09:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),688.8
2017-09-21 11:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),628.8
2017-09-21 12:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),614.4
2017-09-21 12:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),618.0
2017-09-21 14:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),610.8
2017-09-21 15:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),608.4
2017-09-21 15:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),610.8
2017-09-21 17:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),612.0
2017-09-21 18:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),606.0
2017-09-21 18:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),463.2
2017-09-21 20:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),448.8
2017-09-21 21:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),344.4
2017-09-21 21:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),169.2
2017-09-21 23:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),147.6
2017-09-22 00:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-22 00:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),145.2
2017-09-22 02:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),142.8
2017-09-22 03:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-22 03:59:59.999,Address 1,Meter 1,Electricity Usage (kWh),140.4
2017-09-22 05:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),115.2
2017-09-22 06:00:00.000,Address 1,Meter 1,Electricity Usage (kWh),112.8
