Date,HOUR,PUN
2017-08-13,16,32.61
2017-08-13,17,36.93
2017-08-13,18,40.04
2017-08-13,19,43.28
2017-08-13,20,49.30909
2017-08-13,21,53.23423
2017-08-13,22,53.86382
2017-08-13,23,49.83117
2017-08-13,24,45.15683
2017-08-14,1,43.15524
2017-08-14,2,41.76202
2017-08-14,3,38.78
2017-08-14,4,37.9
2017-08-14,5,38.04
2017-08-14,6,40.46
2017-08-14,7,40.5
2017-08-14,8,40.61849
2017-08-14,9,40.28031
2017-08-14,10,40.04
2017-08-14,11,40.59
2017-08-14,12,40.31
2017-08-14,13,40.04
2017-08-14,14,40.0
2017-08-14,15,40.0
2017-08-14,16,40.04
2017-08-14,17,43.04
2017-08-14,18,44.42
2017-08-14,19,47.74608
2017-08-14,20,53.6279
2017-08-14,21,55.49891
2017-08-14,22,54.98187
2017-08-14,23,52.97778
2017-08-14,24,50.03674
2017-08-15,1,46.98817
2017-08-15,2,45.77255
2017-08-15,3,42.72598
2017-08-15,4,40.0
2017-08-15,5,38.93
2017-08-15,6,40.04
2017-08-15,7,40.0
2017-08-15,8,40.04
2017-08-15,9,40.04
2017-08-15,10,40.0
2017-08-15,11,40.04
2017-08-15,12,38.62
2017-08-15,13,36.61
2017-08-15,14,32.4
2017-08-15,15,29.7
2017-08-15,16,34.2
2017-08-15,17,38.0
2017-08-15,18,40.5
2017-08-15,19,43.13
2017-08-15,20,48.6628
2017-08-15,21,53.64606
2017-08-15,22,53.494
2017-08-15,23,52.66354
2017-08-15,24,49.43921
2017-08-16,1,48.49992
2017-08-16,2,46.24191
2017-08-16,3,43.08965
2017-08-16,4,42.13098
2017-08-16,5,41.07987
2017-08-16,6,45.79475
2017-08-16,7,44.59087
2017-08-16,8,49.63485
2017-08-16,9,52.56981
2017-08-16,10,52.43622
2017-08-16,11,51.7327
2017-08-16,12,49.98
2017-08-16,13,49.98
2017-08-16,14,46.95
2017-08-16,15,47.0
2017-08-16,16,49.98
2017-08-16,17,51.42
2017-08-16,18,52.78632
2017-08-16,19,55.77672
2017-08-16,20,66.7019
2017-08-16,21,81.27501
2017-08-16,22,61.81674
2017-08-16,23,57.49139
2017-08-16,24,54.27732
2017-08-17,1,52.33351
2017-08-17,2,50.03889
2017-08-17,3,45.1535
2017-08-17,4,41.14
2017-08-17,5,41.14
2017-08-17,6,42.0
2017-08-17,7,43.5
2017-08-17,8,48.06656
2017-08-17,9,53.03005
2017-08-17,10,51.16713
2017-08-17,11,50.62864
2017-08-17,12,50.6286
2017-08-17,13,49.98
2017-08-17,14,46.76
2017-08-17,15,46.2
2017-08-17,16,49.98
2017-08-17,17,50.62
2017-08-17,18,51.7462
2017-08-17,19,54.47103
2017-08-17,20,58.54918
2017-08-17,21,66.5279
2017-08-17,22,58.6728
2017-08-17,23,54.81008
2017-08-17,24,53.24562
2017-08-18,1,51.77721
2017-08-18,2,44.54267
2017-08-18,3,42.99731
2017-08-18,4,41.0
2017-08-18,5,40.92
2017-08-18,6,41.27679
2017-08-18,7,43.27347
2017-08-18,8,48.71223
2017-08-18,9,51.49867
2017-08-18,10,49.64254
2017-08-18,11,49.61585
2017-08-18,12,48.79148
2017-08-18,13,47.67881
2017-08-18,14,45.77848
2017-08-18,15,46.32
2017-08-18,16,49.98
2017-08-18,17,51.71803
2017-08-18,18,53.32293
2017-08-18,19,54.68904
2017-08-18,20,58.61596
2017-08-18,21,60.08292
2017-08-18,22,58.69918
2017-08-18,23,56.29048
2017-08-18,24,54.13714
2017-08-19,1,53.52085
2017-08-19,2,51.20482
2017-08-19,3,49.52011
2017-08-19,4,45.2707
2017-08-19,5,45.26315
2017-08-19,6,45.37526
2017-08-19,7,46.19004
2017-08-19,8,49.18222
2017-08-19,9,49.03112
2017-08-19,10,49.98224
2017-08-19,11,42.81822
2017-08-19,12,41.0
2017-08-19,13,40.92
2017-08-19,14,39.5
2017-08-19,15,39.42
2017-08-19,16,40.04
2017-08-19,17,43.0
2017-08-19,18,46.63975
2017-08-19,19,52.65485
2017-08-19,20,54.91447
2017-08-19,21,57.40632
2017-08-19,22,54.92317
2017-08-19,23,52.94709
2017-08-19,24,49.79348
2017-08-20,1,46.67915
2017-08-20,2,45.49932
2017-08-20,3,42.19235
2017-08-20,4,41.51413
2017-08-20,5,40.87967
2017-08-20,6,40.92912
2017-08-20,7,37.71
2017-08-20,8,39.65
2017-08-20,9,40.04
2017-08-20,10,39.29
2017-08-20,11,39.86
2017-08-20,12,37.99
2017-08-20,13,36.0
2017-08-20,14,32.09
2017-08-20,15,32.51
2017-08-20,16,33.99
2017-08-20,17,38.71
2017-08-20,18,40.04
2017-08-20,19,44.71063
2017-08-20,20,50.46872
2017-08-20,21,54.36991
2017-08-20,22,54.21831
2017-08-20,23,50.47732
2017-08-20,24,45.5023
2017-08-21,1,45.60327
2017-08-21,2,42.57392
2017-08-21,3,42.12261
2017-08-21,4,40.0614
2017-08-21,5,38.66
2017-08-21,6,42.40874
2017-08-21,7,42.88432
2017-08-21,8,47.80439
2017-08-21,9,48.27264
2017-08-21,10,47.95697
2017-08-21,11,47.23206
2017-08-21,12,44.80094
2017-08-21,13,44.79023
2017-08-21,14,43.29315
2017-08-21,15,43.48463
2017-08-21,16,43.77192
2017-08-21,17,46.51041
2017-08-21,18,50.81619
2017-08-21,19,53.77353
2017-08-21,20,60.39263
2017-08-21,21,81.21413
2017-08-21,22,60.43719
2017-08-21,23,54.40603
2017-08-21,24,52.87541
2017-08-22,1,50.75586
2017-08-22,2,46.84587
2017-08-22,3,43.00442
2017-08-22,4,42.7559
2017-08-22,5,42.93921
2017-08-22,6,44.88635
2017-08-22,7,49.81025
2017-08-22,8,52.88435
2017-08-22,9,54.25295
2017-08-22,10,54.30991
2017-08-22,11,51.03552
2017-08-22,12,47.90968
2017-08-22,13,46.0427
2017-08-22,14,44.29711
2017-08-22,15,46.02783
2017-08-22,16,47.68406
2017-08-22,17,49.56856
2017-08-22,18,51.187
2017-08-22,19,55.83511
2017-08-22,20,60.25083
2017-08-22,21,77.39462
2017-08-22,22,62.5673
2017-08-22,23,57.00725
2017-08-22,24,54.00465
2017-08-23,1,53.37844
2017-08-23,2,50.6449
2017-08-23,3,43.69988
2017-08-23,4,42.88989
2017-08-23,5,43.66768
2017-08-23,6,45.98006
2017-08-23,7,51.02002
2017-08-23,8,53.53199
2017-08-23,9,53.54367
2017-08-23,10,50.68
2017-08-23,11,47.77
2017-08-23,12,45.99
2017-08-23,13,44.14
2017-08-23,14,43.92
2017-08-23,15,44.14
2017-08-23,16,46.0618
2017-08-23,17,47.8915
2017-08-23,18,50.68
2017-08-23,19,56.79391
2017-08-23,20,62.42057
2017-08-23,21,76.5226
2017-08-23,22,61.46078
2017-08-23,23,54.59781
2017-08-23,24,53.29683
2017-08-24,1,53.31533
2017-08-24,2,51.70434
2017-08-24,3,46.77795
2017-08-24,4,44.69213
2017-08-24,5,43.94004
2017-08-24,6,47.82848
2017-08-24,7,51.06273
2017-08-24,8,52.75515
2017-08-24,9,54.11367
2017-08-24,10,52.29738
2017-08-24,11,49.78
2017-08-24,12,48.49
2017-08-24,13,45.45
2017-08-24,14,44.99146
2017-08-24,15,47.86
2017-08-24,16,48.9
2017-08-24,17,48.9
2017-08-24,18,51.08709
2017-08-24,19,54.03583
2017-08-24,20,58.20342
2017-08-24,21,67.26189
2017-08-24,22,57.37946
2017-08-24,23,53.28703
2017-08-24,24,50.81317
2017-08-25,1,50.46637
2017-08-25,2,46.58841
2017-08-25,3,42.87497
2017-08-25,4,42.81162
2017-08-25,5,42.79589
2017-08-25,6,44.52913
2017-08-25,7,50.9961
2017-08-25,8,52.71412
2017-08-25,9,59.2647
2017-08-25,10,58.77216
2017-08-25,11,53.72517
2017-08-25,12,53.72114
2017-08-25,13,51.80968
2017-08-25,14,51.80718
2017-08-25,15,53.7026
2017-08-25,16,54.51169
2017-08-25,17,53.74231
2017-08-25,18,54.91298
2017-08-25,19,59.3426
2017-08-25,20,67.05448
2017-08-25,21,75.94896
2017-08-25,22,60.26198
2017-08-25,23,55.04569
2017-08-25,24,53.02824
2017-08-26,1,53.75975
2017-08-26,2,52.59841
2017-08-26,3,49.17504
2017-08-26,4,44.20729
2017-08-26,5,44.21206
2017-08-26,6,44.44998
2017-08-26,7,47.53458
2017-08-26,8,48.74732
2017-08-26,9,53.83459
2017-08-26,10,53.2352
2017-08-26,11,52.47426
2017-08-26,12,51.08223
2017-08-26,13,49.05741
2017-08-26,14,47.15889
2017-08-26,15,47.03087
2017-08-26,16,47.18979
2017-08-26,17,48.27994
2017-08-26,18,52.3659
2017-08-26,19,55.39049
2017-08-26,20,61.82542
2017-08-26,21,73.87876
2017-08-26,22,60.62973
2017-08-26,23,55.19799
2017-08-26,24,53.4193
2017-08-27,1,53.33688
2017-08-27,2,50.83814
2017-08-27,3,45.11384
2017-08-27,4,43.55354
2017-08-27,5,43.55168
2017-08-27,6,44.49224
2017-08-27,7,42.76264
2017-08-27,8,41.78859
2017-08-27,9,41.41558
2017-08-27,10,41.4113
2017-08-27,11,44.88351
2017-08-27,12,39.38231
2017-08-27,13,39.36114
2017-08-27,14,38.18175
2017-08-27,15,38.26574
2017-08-27,16,39.09491
2017-08-27,17,42.11285
2017-08-27,18,47.99139
2017-08-27,19,52.07039
2017-08-27,20,55.30994
2017-08-27,21,64.48264
2017-08-27,22,61.65309
2017-08-27,23,55.37292
2017-08-27,24,53.35327
2017-08-28,1,50.37002
2017-08-28,2,45.59875
2017-08-28,3,41.6832
2017-08-28,4,41.68984
2017-08-28,5,41.69901
2017-08-28,6,46.18823
2017-08-28,7,49.99057
2017-08-28,8,56.64248
2017-08-28,9,88.98
2017-08-28,10,90.8534
2017-08-28,11,90.11941
2017-08-28,12,95.99074
2017-08-28,13,87.69801
2017-08-28,14,87.26239
2017-08-28,15,133.94643
2017-08-28,16,110.0
2017-08-28,17,95.73196
2017-08-28,18,78.97322
2017-08-28,19,74.76179
2017-08-28,20,78.05307
2017-08-28,21,86.77226
2017-08-28,22,67.65897
2017-08-28,23,56.48028
2017-08-28,24,52.98576
2017-08-29,1,52.89034
2017-08-29,2,51.44535
2017-08-29,3,48.14
2017-08-29,4,48.14
2017-08-29,5,48.14
2017-08-29,6,49.86
2017-08-29,7,51.35
2017-08-29,8,56.20618
2017-08-29,9,62.75854
2017-08-29,10,66.00269
2017-08-29,11,58.19945
2017-08-29,12,56.81705
2017-08-29,13,53.3124
2017-08-29,14,53.32739
2017-08-29,15,55.945
2017-08-29,16,64.84166
2017-08-29,17,72.94318
2017-08-29,18,69.1164
2017-08-29,19,71.07893
2017-08-29,20,84.13474
2017-08-29,21,88.54317
2017-08-29,22,71.69817
2017-08-29,23,60.81399
2017-08-29,24,54.29825
2017-08-30,1,56.01676
2017-08-30,2,50.95184
2017-08-30,3,49.27284
2017-08-30,4,47.3062
2017-08-30,5,48.0
2017-08-30,6,49.86
2017-08-30,7,58.59568
2017-08-30,8,61.41806
2017-08-30,9,67.27484
2017-08-30,10,73.70638
2017-08-30,11,63.36
2017-08-30,12,70.31847
2017-08-30,13,53.20432
2017-08-30,14,54.33
2017-08-30,15,63.71228
2017-08-30,16,70.44186
2017-08-30,17,74.15898
2017-08-30,18,78.38483
2017-08-30,19,87.54881
2017-08-30,20,96.27
2017-08-30,21,97.55
2017-08-30,22,95.03493
2017-08-30,23,62.36068
2017-08-30,24,54.70837
2017-08-31,1,52.22592
2017-08-31,2,49.93245
2017-08-31,3,46.77
2017-08-31,4,45.91
2017-08-31,5,45.91
2017-08-31,6,48.0
2017-08-31,7,51.35
2017-08-31,8,56.95796
2017-08-31,9,62.18857
2017-08-31,10,63.37205
2017-08-31,11,58.29
2017-08-31,12,60.34882
2017-08-31,13,53.31
2017-08-31,14,52.67283
2017-08-31,15,58.09384
2017-08-31,16,64.84
2017-08-31,17,65.56
2017-08-31,18,59.0223
2017-08-31,19,60.01139
2017-08-31,20,66.88907
2017-08-31,21,75.70383
2017-08-31,22,57.57843
2017-08-31,23,55.0
2017-08-31,24,52.8916
2017-09-01,1,50.15
2017-09-01,2,49.86
2017-09-01,3,46.94
2017-09-01,4,46.91
2017-09-01,5,45.67
2017-09-01,6,48.03
2017-09-01,7,49.97488
2017-09-01,8,53.26877
2017-09-01,9,68.48179
2017-09-01,10,71.15527
2017-09-01,11,67.92564
2017-09-01,12,67.62075
2017-09-01,13,57.29768
2017-09-01,14,54.46336
2017-09-01,15,59.69807
2017-09-01,16,66.02536
2017-09-01,17,66.381
2017-09-01,18,54.44672
2017-09-01,19,55.04879
2017-09-01,20,57.14068
2017-09-01,21,57.21231
2017-09-01,22,53.95047
2017-09-01,23,51.7388
2017-09-01,24,48.97628
2017-09-02,1,48.62108
2017-09-02,2,45.12
2017-09-02,3,42.32
2017-09-02,4,42.32
2017-09-02,5,42.32
2017-09-02,6,42.5
2017-09-02,7,45.12
2017-09-02,8,49.92
2017-09-02,9,49.86
2017-09-02,10,48.0
2017-09-02,11,45.12
2017-09-02,12,42.5
2017-09-02,13,41.47
2017-09-02,14,36.46
2017-09-02,15,35.5
2017-09-02,16,38.64
2017-09-02,17,39.78
2017-09-02,18,42.32
2017-09-02,19,45.92514
2017-09-02,20,52.36433
2017-09-02,21,52.70128
2017-09-02,22,48.70658
2017-09-02,23,43.5775
2017-09-02,24,42.21531
2017-09-03,1,39.71
2017-09-03,2,37.52832
2017-09-03,3,34.39
2017-09-03,4,33.97
2017-09-03,5,33.79
2017-09-03,6,35.0
2017-09-03,7,35.0
2017-09-03,8,36.84
2017-09-03,9,36.8171
2017-09-03,10,36.51565
2017-09-03,11,37.82
2017-09-03,12,33.49014
2017-09-03,13,32.7
2017-09-03,14,26.26204
2017-09-03,15,25.95294
2017-09-03,16,28.49
2017-09-03,17,36.23853
2017-09-03,18,41.16699
2017-09-03,19,45.07
2017-09-03,20,51.35
2017-09-03,21,58.0
2017-09-03,22,55.24804
2017-09-03,23,50.94158
2017-09-03,24,46.77
2017-09-04,1,42.57
2017-09-04,2,40.34949
2017-09-04,3,39.76778
2017-09-04,4,41.47
2017-09-04,5,41.47
2017-09-04,6,42.57
2017-09-04,7,47.97
2017-09-04,8,52.0
2017-09-04,9,55.22399
2017-09-04,10,53.71225
2017-09-04,11,51.78
2017-09-04,12,51.0
2017-09-04,13,47.0
2017-09-04,14,46.15
2017-09-04,15,47.76
2017-09-04,16,49.749
2017-09-04,17,54.38
2017-09-04,18,52.06763
2017-09-04,19,54.38746
2017-09-04,20,59.58785
2017-09-04,21,63.9
2017-09-04,22,54.4739
2017-09-04,23,53.22191
2017-09-04,24,49.963
2017-09-05,1,47.35269
2017-09-05,2,43.69255
2017-09-05,3,42.57
2017-09-05,4,42.5
2017-09-05,5,42.5
2017-09-05,6,43.26
2017-09-05,7,51.78
2017-09-05,8,55.4314
2017-09-05,9,79.18925
2017-09-05,10,75.8755
2017-09-05,11,61.55434
2017-09-05,12,60.94542
2017-09-05,13,51.7117
2017-09-05,14,49.17526
2017-09-05,15,54.01601
2017-09-05,16,56.49778
2017-09-05,17,52.83565
2017-09-05,18,55.0136
2017-09-05,19,54.37966
2017-09-05,20,57.5937
2017-09-05,21,58.03034
2017-09-05,22,54.48707
2017-09-05,23,50.35194
2017-09-05,24,48.38301
2017-09-06,1,46.64839
2017-09-06,2,42.73916
2017-09-06,3,42.32
2017-09-06,4,41.47
2017-09-06,5,41.47
2017-09-06,6,43.0
2017-09-06,7,51.64
2017-09-06,8,53.84087
2017-09-06,9,54.43091
2017-09-06,10,53.36232
2017-09-06,11,52.25603
2017-09-06,12,51.88211
2017-09-06,13,47.43718
2017-09-06,14,46.06932
2017-09-06,15,49.02835
2017-09-06,16,49.80695
2017-09-06,17,53.51888
2017-09-06,18,53.56259
2017-09-06,19,54.46893
2017-09-06,20,56.12894
2017-09-06,21,58.10145
2017-09-06,22,55.1034
2017-09-06,23,50.42222
2017-09-06,24,48.51182
2017-09-07,1,47.9608
2017-09-07,2,44.5
2017-09-07,3,42.57
2017-09-07,4,42.57
2017-09-07,5,43.47
2017-09-07,6,47.09
2017-09-07,7,52.41216
2017-09-07,8,54.4722
2017-09-07,9,59.65539
2017-09-07,10,65.43282
2017-09-07,11,61.27174
2017-09-07,12,55.40292
2017-09-07,13,50.30731
2017-09-07,14,55.32537
2017-09-07,15,61.33125
2017-09-07,16,64.32481
2017-09-07,17,54.33154
2017-09-07,18,55.26637
2017-09-07,19,54.50681
2017-09-07,20,57.25132
2017-09-07,21,57.59894
2017-09-07,22,54.01041
2017-09-07,23,49.95273
2017-09-07,24,49.44113
2017-09-08,1,48.50499
2017-09-08,2,47.58
2017-09-08,3,45.56
2017-09-08,4,45.43
2017-09-08,5,45.54
2017-09-08,6,47.99
2017-09-08,7,52.42
2017-09-08,8,53.43974
2017-09-08,9,55.73568
2017-09-08,10,56.70902
2017-09-08,11,53.39367
2017-09-08,12,52.48488
2017-09-08,13,47.97075
2017-09-08,14,47.17
2017-09-08,15,47.4074
2017-09-08,16,48.5
2017-09-08,17,52.78863
2017-09-08,18,53.62013
2017-09-08,19,55.19743
2017-09-08,20,60.51909
2017-09-08,21,59.71409
2017-09-08,22,55.41835
2017-09-08,23,50.43578
2017-09-08,24,50.00275
2017-09-09,1,49.52746
2017-09-09,2,45.16877
2017-09-09,3,45.04
2017-09-09,4,44.0
2017-09-09,5,43.87
2017-09-09,6,44.0
2017-09-09,7,45.04
2017-09-09,8,45.95632
2017-09-09,9,47.14
2017-09-09,10,47.14
2017-09-09,11,44.87
2017-09-09,12,42.17
2017-09-09,13,38.99
2017-09-09,14,35.99
2017-09-09,15,35.18
2017-09-09,16,37.78
2017-09-09,17,42.15
2017-09-09,18,45.2653
2017-09-09,19,49.56415
2017-09-09,20,54.68115
2017-09-09,21,54.80226
2017-09-09,22,49.89237
2017-09-09,23,46.15499
2017-09-09,24,42.31
2017-09-10,1,42.17
2017-09-10,2,39.17
2017-09-10,3,38.7
2017-09-10,4,37.5
2017-09-10,5,37.11
2017-09-10,6,38.5
2017-09-10,7,38.74
2017-09-10,8,38.52
2017-09-10,9,39.2
2017-09-10,10,42.17
2017-09-10,11,44.29654
2017-09-10,12,44.26035
2017-09-10,13,42.07498
2017-09-10,14,40.28558
2017-09-10,15,40.09546
2017-09-10,16,40.29989
2017-09-10,17,42.17
2017-09-10,18,42.17
2017-09-10,19,43.28
2017-09-10,20,48.28
2017-09-10,21,51.3
2017-09-10,22,48.08
2017-09-10,23,43.51
2017-09-10,24,42.17
2017-09-11,1,39.56
2017-09-11,2,36.99
2017-09-11,3,36.1
2017-09-11,4,33.0
2017-09-11,5,35.0
2017-09-11,6,39.15
2017-09-11,7,45.0
2017-09-11,8,49.59
2017-09-11,9,56.34729
2017-09-11,10,54.97332
2017-09-11,11,52.13764
2017-09-11,12,49.28409
2017-09-11,13,46.48881
2017-09-11,14,47.58227
2017-09-11,15,50.42296
2017-09-11,16,56.83022
2017-09-11,17,58.42283
2017-09-11,18,54.44699
2017-09-11,19,49.45968
2017-09-11,20,57.13
2017-09-11,21,56.00419
2017-09-11,22,48.94317
2017-09-11,23,46.2973
2017-09-11,24,44.57439
2017-09-12,1,41.44822
2017-09-12,2,35.25849
2017-09-12,3,31.1
2017-09-12,4,34.10465
2017-09-12,5,34.43033
2017-09-12,6,38.67
2017-09-12,7,43.29226
2017-09-12,8,46.8362
2017-09-12,9,49.98746
2017-09-12,10,49.99574
2017-09-12,11,47.36666
2017-09-12,12,45.57153
2017-09-12,13,42.74546
2017-09-12,14,41.65452
2017-09-12,15,44.13178
2017-09-12,16,48.09966
2017-09-12,17,51.23888
2017-09-12,18,50.57035
2017-09-12,19,52.91505
2017-09-12,20,63.58431
2017-09-12,21,67.84992
2017-09-12,22,52.74182
2017-09-12,23,47.57584
2017-09-12,24,44.54021
2017-09-13,1,40.64
2017-09-13,2,39.18
2017-09-13,3,39.25
2017-09-13,4,39.25
2017-09-13,5,39.67
2017-09-13,6,43.83066
2017-09-13,7,51.20786
2017-09-13,8,57.32193
2017-09-13,9,65.91003
2017-09-13,10,59.64874
2017-09-13,11,52.62061
2017-09-13,12,50.7432
2017-09-13,13,46.10661
2017-09-13,14,44.38402
2017-09-13,15,47.64872
2017-09-13,16,50.76994
2017-09-13,17,52.80675
2017-09-13,18,54.77133
2017-09-13,19,65.81
2017-09-13,20,76.43296
2017-09-13,21,85.71153
2017-09-13,22,61.60101
2017-09-13,23,53.65869
2017-09-13,24,46.88119
2017-09-14,1,44.0
2017-09-14,2,39.15
2017-09-14,3,38.81
2017-09-14,4,39.0
2017-09-14,5,38.99
2017-09-14,6,40.26975
2017-09-14,7,46.89686
2017-09-14,8,50.95221
2017-09-14,9,52.22423
2017-09-14,10,51.61085
2017-09-14,11,50.07659
2017-09-14,12,47.4217
2017-09-14,13,41.61035
2017-09-14,14,41.81519
2017-09-14,15,43.2701
2017-09-14,16,46.44738
2017-09-14,17,48.81
2017-09-14,18,51.28703
2017-09-14,19,53.74783
2017-09-14,20,56.69187
2017-09-14,21,57.32853
2017-09-14,22,51.55051
2017-09-14,23,47.30823
2017-09-14,24,42.59131
2017-09-15,1,40.15
2017-09-15,2,37.86175
2017-09-15,3,37.11047
2017-09-15,4,36.94182
2017-09-15,5,37.65784
2017-09-15,6,40.12141
2017-09-15,7,46.31845
2017-09-15,8,53.22376
2017-09-15,9,66.29205
2017-09-15,10,65.95
2017-09-15,11,54.79766
2017-09-15,12,54.02183
2017-09-15,13,48.45904
2017-09-15,14,46.45128
2017-09-15,15,48.52717
2017-09-15,16,49.01
2017-09-15,17,51.35
2017-09-15,18,52.28563
2017-09-15,19,55.53605
2017-09-15,20,59.02376
2017-09-15,21,58.60869
2017-09-15,22,54.04292
2017-09-15,23,48.85198
2017-09-15,24,46.71
2017-09-16,1,43.91
2017-09-16,2,41.41
2017-09-16,3,39.25
2017-09-16,4,39.15
2017-09-16,5,39.15
2017-09-16,6,39.0
2017-09-16,7,39.91
2017-09-16,8,41.17
2017-09-16,9,47.37345
2017-09-16,10,47.09232
2017-09-16,11,43.41771
2017-09-16,12,42.18303
2017-09-16,13,37.85622
2017-09-16,14,35.07645
2017-09-16,15,32.9331
2017-09-16,16,33.87486
2017-09-16,17,37.57348
2017-09-16,18,43.0
2017-09-16,19,49.48203
2017-09-16,20,54.33401
2017-09-16,21,53.3916
2017-09-16,22,48.95955
2017-09-16,23,44.03484
2017-09-16,24,39.15
2017-09-17,1,39.93
2017-09-17,2,39.43
2017-09-17,3,38.87
2017-09-17,4,38.87
2017-09-17,5,38.82
2017-09-17,6,39.14
2017-09-17,7,39.36
2017-09-17,8,38.8
2017-09-17,9,37.87
2017-09-17,10,38.55
2017-09-17,11,39.89
2017-09-17,12,37.34404
2017-09-17,13,32.62271
2017-09-17,14,29.57097
2017-09-17,15,28.79298
2017-09-17,16,29.45619
2017-09-17,17,38.00573
2017-09-17,18,41.76479
2017-09-17,19,47.66
2017-09-17,20,53.71769
2017-09-17,21,57.39306
2017-09-17,22,52.35256
2017-09-17,23,51.0
2017-09-17,24,42.52
2017-09-18,1,39.29
2017-09-18,2,34.1
2017-09-18,3,32.09639
2017-09-18,4,31.42
2017-09-18,5,32.0
2017-09-18,6,35.66
2017-09-18,7,46.66
2017-09-18,8,52.07
2017-09-18,9,55.37184
2017-09-18,10,56.27712
2017-09-18,11,51.96296
2017-09-18,12,51.39148
2017-09-18,13,49.8232
2017-09-18,14,49.02265
2017-09-18,15,50.61406
2017-09-18,16,52.65331
2017-09-18,17,53.84565
2017-09-18,18,53.65544
2017-09-18,19,54.12903
2017-09-18,20,57.583
2017-09-18,21,57.62227
2017-09-18,22,54.16024
2017-09-18,23,50.16057
2017-09-18,24,46.93138
2017-09-19,1,45.0
2017-09-19,2,39.76
2017-09-19,3,37.49
2017-09-19,4,36.13
2017-09-19,5,36.13
2017-09-19,6,37.49
2017-09-19,7,46.99
2017-09-19,8,51.99588
2017-09-19,9,55.02236
2017-09-19,10,50.63
2017-09-19,11,48.13367
2017-09-19,12,46.13154
2017-09-19,13,41.61978
2017-09-19,14,40.72878
2017-09-19,15,42.7326
2017-09-19,16,44.54533
2017-09-19,17,47.77207
2017-09-19,18,48.51516
2017-09-19,19,50.6889
2017-09-19,20,57.04049
2017-09-19,21,55.48258
2017-09-19,22,51.64088
2017-09-19,23,44.68301
2017-09-19,24,40.6278
2017-09-20,1,38.8779
2017-09-20,2,34.84964
2017-09-20,3,34.42
2017-09-20,4,35.17
2017-09-20,5,37.21
2017-09-20,6,39.36
2017-09-20,7,46.66
2017-09-20,8,51.54901
2017-09-20,9,53.80559
2017-09-20,10,53.16452
2017-09-20,11,47.48532
2017-09-20,12,46.77532
2017-09-20,13,42.25437
2017-09-20,14,39.93523
2017-09-20,15,39.66474
2017-09-20,16,43.39396
2017-09-20,17,47.02235
2017-09-20,18,48.0036
2017-09-20,19,50.0
2017-09-20,20,55.80208
2017-09-20,21,54.07594
2017-09-20,22,53.60788
2017-09-20,23,47.16
2017-09-20,24,45.0
2017-09-21,1,46.0
2017-09-21,2,42.99
2017-09-21,3,42.42
2017-09-21,4,42.52
2017-09-21,5,42.52
2017-09-21,6,43.66
2017-09-21,7,52.96533
2017-09-21,8,55.17845
2017-09-21,9,59.37655
2017-09-21,10,56.74198
2017-09-21,11,53.40917
2017-09-21,12,50.32342
2017-09-21,13,42.52
2017-09-21,14,41.99
2017-09-21,15,43.11
2017-09-21,16,49.19002
2017-09-21,17,52.75009
2017-09-21,18,54.71
2017-09-21,19,63.36026
2017-09-21,20,89.82
2017-09-21,21,73.45747
2017-09-21,22,60.63
2017-09-21,23,53.85632
2017-09-21,24,51.81366
2017-09-22,1,51.51
2017-09-22,2,49.0
2017-09-22,3,47.03
2017-09-22,4,45.0
2017-09-22,5,46.72
2017-09-22,6,49.41
2017-09-22,7,54.0
2017-09-22,8,58.41904
2017-09-22,9,64.62063
2017-09-22,10,58.04132
2017-09-22,11,54.7492
2017-09-22,12,51.01
2017-09-22,13,46.79
2017-09-22,14,45.0
2017-09-22,15,49.833
2017-09-22,16,49.81836
2017-09-22,17,51.8
2017-09-22,18,56.50582
2017-09-22,19,64.04493
2017-09-22,20,80.99786
2017-09-22,21,66.93637
2017-09-22,22,57.52958
2017-09-22,23,53.04286
2017-09-22,24,48.54316
2017-09-23,1,52.44
2017-09-23,2,52.44
2017-09-23,3,51.72
2017-09-23,4,46.86
2017-09-23,5,46.86
2017-09-23,6,49.95
2017-09-23,7,52.44
2017-09-23,8,52.44
2017-09-23,9,52.59528
2017-09-23,10,51.8
2017-09-23,11,46.98
2017-09-23,12,43.51
2017-09-23,13,41.95358
2017-09-23,14,37.49
2017-09-23,15,37.49
2017-09-23,16,38.29
2017-09-23,17,44.0
2017-09-23,18,51.12489
2017-09-23,19,55.50435
2017-09-23,20,69.30199
2017-09-23,21,67.64393
2017-09-23,22,57.26583
2017-09-23,23,52.47058
2017-09-23,24,48.19
2017-09-24,1,45.03
2017-09-24,2,42.04826
2017-09-24,3,41.08327
2017-09-24,4,40.45793
2017-09-24,5,40.47926
2017-09-24,6,40.50336
2017-09-24,7,40.78394
2017-09-24,8,40.77033
2017-09-24,9,41.48375
2017-09-24,10,44.71
2017-09-24,11,46.86
2017-09-24,12,46.0
2017-09-24,13,44.7
2017-09-24,14,39.35
2017-09-24,15,39.01
2017-09-24,16,41.4
2017-09-24,17,44.39
2017-09-24,18,44.39
2017-09-24,19,49.0
2017-09-24,20,57.0
2017-09-24,21,57.91402
2017-09-24,22,53.99164
2017-09-24,23,49.51692
2017-09-24,24,46.2
2017-09-25,1,44.39
2017-09-25,2,44.39
2017-09-25,3,42.13533
2017-09-25,4,41.9086
2017-09-25,5,42.18404
2017-09-25,6,47.5
2017-09-25,7,51.82
