Date,Price
2017-12-21,67.4474775
2017-12-22,65.85414458333334
2017-12-23,46.8395375
2017-12-24,51.36650083333333
2017-12-25,53.410919166666645
2017-12-26,48.090500833333344
2017-12-27,45.597018333333345
2017-12-28,46.537735833333336
2017-12-29,49.07812541666667
2017-12-30,45.91973124999999
2017-12-31,45.13069333333333
2018-01-01,45.24780333333333
2018-01-02,39.95753583333334
2018-01-03,52.37220541666667
2018-01-04,43.230759166666665
2018-01-05,52.395338333333335
2018-01-06,47.875319166666664
2018-01-07,45.09499999999999
2018-01-08,45.789422083333335
2018-01-09,55.60061166666666
2018-01-10,50.998605000000005
2018-01-11,54.098826666666675
2018-01-12,51.45366083333332
2018-01-13,48.140399166666676
2018-01-14,47.667887500000006
2018-01-15,51.34282458333332
2018-01-16,49.247742499999994
2018-01-17,44.27284625000001
2018-01-18,49.093530416666674
2018-01-19,51.061016249999994
2018-01-20,51.020905
2018-01-21,40.40892541666667
2018-01-22,45.20090541666667
2018-01-23,51.77466875
2018-01-24,53.03994
2018-01-25,54.281141666666656
2018-01-26,51.045659166666674
2018-01-27,48.11772208333333
2018-01-28,47.72171624999999
2018-01-29,50.65496833333333
2018-01-30,48.37458333333334
2018-01-31,52.363492916666665
2018-02-01,46.95071041666666
2018-02-02,48.421575
2018-02-03,44.78060791666666
2018-02-04,45.329433333333334
2018-02-05,50.33662791666668
2018-02-06,52.57452416666667
2018-02-07,51.67300291666667
2018-02-08,54.91345666666666
2018-02-09,51.2779375
2018-02-10,48.27977875
2018-02-11,40.46358958333333
2018-02-12,50.75316583333333
2018-02-13,52.76605625
2018-02-14,54.05444041666667
2018-02-15,51.861825
2018-02-16,57.84770125000001
2018-02-17,49.42386291666667
2018-02-18,48.119087500000006
2018-02-19,54.44877708333334
2018-02-20,55.01505083333334
2018-02-21,55.912386250000004
2018-02-22,60.81516708333334
2018-02-23,69.10746666666667
2018-02-24,69.27726458333333
2018-02-25,52.2925325
2018-02-26,87.77746041666666
2018-02-27,107.16587
2018-02-28,84.40749125
2018-03-01,91.84629416666668
2018-03-02,97.47924291666668
2018-03-03,67.15436125000001
2018-03-04,53.34676374999999
2018-03-05,72.11548499999999
2018-03-06,57.729831666666676
2018-03-07,51.68969125000001
2018-03-08,51.8081075
2018-03-09,52.88348958333333
2018-03-10,48.701246250000004
2018-03-11,50.85926
2018-03-12,42.77058416666666
2018-03-13,52.78108541666668
2018-03-14,53.55034750000001
2018-03-15,58.10815499999999
2018-03-16,53.17441041666667
2018-03-17,54.755075
2018-03-18,45.103577083333334
2018-03-19,58.48927916666667
2018-03-20,60.73110875
2018-03-21,56.87750750000001
2018-03-22,66.39090583333333
2018-03-23,54.16816083333334
2018-03-24,50.45590916666668
2018-03-25,47.12309347826088
2018-03-26,58.28305791666666
2018-03-27,56.1088725
2018-03-28,54.07509291666667
2018-03-29,51.969977916666664
2018-03-30,53.51680291666667
2018-03-31,39.86437958333334
2018-04-01,31.530050416666665
2018-04-02,53.34630875
2018-04-03,53.10173541666666
2018-04-04,58.837189583333334
2018-04-05,51.8052275
2018-04-06,54.69273625000002
2018-04-07,49.78169166666668
2018-04-08,40.917698333333334
2018-04-09,55.68469916666666
2018-04-10,52.451462083333325
2018-04-11,57.83801291666666
2018-04-12,55.06041375
2018-04-13,54.89296541666667
2018-04-14,45.16212000000001
2018-04-15,47.55652416666667
2018-04-16,55.51734208333334
2018-04-17,51.717784583333334
2018-04-18,49.21819833333333
2018-04-19,45.39326624999999
2018-04-20,45.37653875
2018-04-21,48.72601749999998
2018-04-22,47.50981625
2018-04-23,48.68536125
2018-04-24,54.78685708333333
2018-04-25,41.27563916666668
2018-04-26,50.995331666666665
2018-04-27,47.1909025
2018-04-28,43.83063666666667
2018-04-29,42.096792916666665
2018-04-30,46.802479999999996
2018-05-01,42.03955125
2018-05-02,48.31235083333333
2018-05-03,48.01908875000001
2018-05-04,58.497252083333315
2018-05-05,50.63144833333333
2018-05-06,48.85092958333335
2018-05-07,49.20681958333333
2018-05-08,50.54766999999999
2018-05-09,56.408610833333334
2018-05-10,55.18958666666668
2018-05-11,58.23452416666666
2018-05-12,47.95367124999999
2018-05-13,38.12488375
2018-05-14,43.85886625
2018-05-15,53.21888041666668
2018-05-16,53.57595874999999
2018-05-17,61.17362791666668
2018-05-18,57.682587916666655
