DateTime,T,P,U,Ff,Td
2017-05-31 00:00:00+00:00,20.51339285714286,762.8080357142856,52.68750000000001,2.825892857142857,9.63988095238095
2017-06-30 00:00:00+00:00,24.41085858585859,761.3756250000002,55.2739898989899,2.86780303030303,14.134785353535353
2017-07-31 00:00:00+00:00,26.077346041055716,760.9625977517109,49.47794477028348,2.934934017595308,13.657258064516126
2017-08-31 00:00:00+00:00,27.283371052743416,761.6760688937057,44.64650272004761,2.7018227506481365,13.29653300182753
2017-09-30 00:00:00+00:00,19.628230676328506,761.3485718599034,68.29296497584541,3.0576086956521737,13.222826086956523
2017-10-31 00:00:00+00:00,16.63475923328658,764.7147455002337,67.90646914446003,2.542514025245442,10.106971715755025
2017-11-30 00:00:00+00:00,11.584705753184013,760.7954570158103,75.0056379007466,2.9221837944664038,7.028211462450595
2017-12-31 00:00:00+00:00,7.937500000000002,763.421706989247,72.0141129032258,3.4200268817204305,2.8575268817204305
2018-01-31 00:00:00+00:00,10.435016362786346,763.4559147753835,74.70900803264058,3.231846869820221,5.751723936418889
2018-02-28 00:00:00+00:00,7.024359472049689,756.9536620082816,75.15233566252586,3.4331651138716355,2.589123964803313
2018-03-31 00:00:00+00:00,10.850806451612904,753.8707164562879,75.02653108929407,3.8134934548854607,6.262739597942963
2018-04-30 00:00:00+00:00,16.54438405797102,761.0807518115942,64.97614734299516,2.882578502415458,9.275996376811595
2018-05-31 00:00:00+00:00,16.983774729698645,758.3360270013804,78.71254600874165,2.5347869220151833,12.958606510236947
