DateTime,T,P,U,Ff,Td
2017-06-08 00:00:00+00:00,22.229166666666668,762.4145833333331,56.6875,2.4375,12.4375
2017-06-09 00:00:00+00:00,22.520833333333332,761.9333333333334,57.9375,2.4583333333333335,13.583333333333334
2017-06-10 00:00:00+00:00,22.958333333333332,762.4145833333331,52.25,2.375,11.875
2017-06-11 00:00:00+00:00,24.604166666666668,761.9333333333335,47.25,2.625,11.8125
2017-06-12 00:00:00+00:00,24.479166666666668,762.3333333333331,39.875,2.6875,9.25
2017-06-13 00:00:00+00:00,24.479166666666668,761.8000000000002,49.9375,2.1666666666666665,12.791666666666666
2017-06-14 00:00:00+00:00,24.833333333333332,761.6166666666668,52.041666666666664,2.2291666666666665,13.770833333333334
2017-06-15 00:00:00+00:00,25.229166666666668,761.7166666666668,47.916666666666664,2.2083333333333335,12.5
2017-06-16 00:00:00+00:00,25.666666666666668,761.225,61.395833333333336,2.375,17.354166666666668
2017-06-17 00:00:00+00:00,25.9375,759.5333333333334,65.0,2.625,18.395833333333332
2017-06-18 00:00:00+00:00,24.541666666666668,762.0791666666665,50.916666666666664,3.5416666666666665,12.666666666666666
2017-06-19 00:00:00+00:00,24.020833333333332,764.7166666666664,46.479166666666664,2.5833333333333335,11.3125
2017-06-20 00:00:00+00:00,24.604166666666668,764.6770833333331,47.1875,2.6666666666666665,12.145833333333334
2017-06-21 00:00:00+00:00,24.9375,763.0541666666664,53.0625,2.7083333333333335,13.916666666666666
2017-06-22 00:00:00+00:00,25.625,763.5270833333333,51.4375,2.7916666666666665,14.020833333333334
2017-06-23 00:00:00+00:00,25.5,764.1541666666666,54.666666666666664,2.3958333333333335,14.895833333333334
2017-06-24 00:00:00+00:00,25.354166666666668,763.083333333333,64.22916666666667,2.3958333333333335,17.791666666666668
2017-06-25 00:00:00+00:00,26.208333333333332,761.3520833333336,59.625,2.6666666666666665,17.166666666666668
2017-06-26 00:00:00+00:00,26.75,759.7729166666668,59.333333333333336,2.5,17.75
2017-06-27 00:00:00+00:00,27.895833333333332,757.5020833333333,54.75,4.854166666666667,17.208333333333332
2017-06-28 00:00:00+00:00,26.291666666666668,755.1395833333335,66.08333333333333,4.979166666666667,19.208333333333332
2017-06-29 00:00:00+00:00,25.583333333333332,756.3270833333335,60.0,4.020833333333333,16.8125
2017-06-30 00:00:00+00:00,25.270833333333332,758.7291666666666,62.666666666666664,4.583333333333333,17.375
2017-07-01 00:00:00+00:00,21.666666666666668,760.4937500000002,60.979166666666664,3.3541666666666665,12.895833333333334
2017-07-02 00:00:00+00:00,22.333333333333332,760.0937500000003,51.208333333333336,3.7083333333333335,11.0625
2017-07-03 00:00:00+00:00,24.479166666666668,762.3437499999999,48.375,3.2083333333333335,11.958333333333334
2017-07-04 00:00:00+00:00,25.916666666666668,764.2604166666665,47.1875,2.5625,13.3125
2017-07-05 00:00:00+00:00,26.772727272727273,764.0113636363635,41.29545454545455,3.0454545454545454,11.5
2017-07-06 00:00:00+00:00,27.104166666666668,764.3291666666665,38.958333333333336,3.1458333333333335,10.75
2017-07-07 00:00:00+00:00,27.9375,763.9062499999999,34.25,2.4166666666666665,9.791666666666666
2017-07-08 00:00:00+00:00,27.770833333333332,762.3979166666668,36.770833333333336,2.375,10.8125
