Month,Year,Price
5,2017,42.189781755952374
6,2017,48.863361180555586
7,2017,50.31236838709681
8,2017,55.76935520161293
9,2017,48.59495602777772
10,2017,54.667572849462346
11,2017,65.77046191666668
12,2017,65.10272568548375
1,2018,48.99825685483869
2,2018,57.00167321428566
3,2018,56.91351905787351
4,2018,49.39272668055553
5,2018,51.1959060185185
