DateTime,T,P,U,Ff,Td,Elec_Consumption
2017-08-08 00:00:00+00:00,29.47916666666667,760.3645833333335,45.64583333333334,2.8541666666666665,16.104166666666668,59376.24000000001
2017-08-09 00:00:00+00:00,30.91666666666667,760.3833333333333,38.79166666666666,3.625,14.291666666666664,59758.56000000001
2017-08-10 00:00:00+00:00,29.73913043478261,760.0326086956524,46.21739130434783,3.5434782608695654,16.065217391304348,20165.760000000006
2017-08-11 00:00:00+00:00,24.29166666666667,761.2166666666667,58.75,3.458333333333333,15.458333333333336,10523.52
2017-08-12 00:00:00+00:00,22.58333333333333,760.8000000000002,53.16666666666666,3.9166666666666665,12.104166666666664,2624.4
2017-08-13 00:00:00+00:00,24.04347826086957,762.1217391304349,45.82608695652174,3.5217391304347827,10.782608695652176,4892.4000000000015
2017-08-14 00:00:00+00:00,24.70833333333333,763.7020833333331,50.45833333333334,2.145833333333333,13.208333333333336,49060.08
2017-08-15 00:00:00+00:00,26.45833333333333,764.1916666666666,41.770833333333336,2.4166666666666665,11.854166666666664,60400.08
2017-08-16 00:00:00+00:00,27.20833333333333,762.6458333333335,35.416666666666664,2.875,9.875,61333.2
2017-08-17 00:00:00+00:00,27.95833333333333,761.6000000000003,35.333333333333336,2.583333333333333,10.75,19044.72
2017-08-18 00:00:00+00:00,27.64583333333333,762.0500000000002,46.25,2.458333333333333,14.270833333333336,10031.04
2017-08-19 00:00:00+00:00,26.39583333333333,761.3270833333336,52.16666666666666,2.645833333333333,15.166666666666664,3265.9199999999983
2017-08-20 00:00:00+00:00,26.0,760.1312500000003,61.125,2.9375,17.6875,3959.28
2017-08-21 00:00:00+00:00,25.66666666666667,760.4916666666667,39.625,3.3125,10.166666666666666,49086.0
2017-08-22 00:00:00+00:00,23.66666666666667,762.0145833333335,41.520833333333336,3.333333333333333,9.395833333333334,58514.4
2017-08-23 00:00:00+00:00,23.97916666666667,762.6812499999997,45.20833333333334,2.1875,10.8125,58352.40000000001
2017-08-24 00:00:00+00:00,24.85416666666667,764.4416666666666,51.45833333333334,2.25,13.395833333333336,60568.56
2017-08-25 00:00:00+00:00,25.125,764.9874999999997,45.41666666666666,2.2291666666666665,11.854166666666664,21170.159999999996
2017-08-26 00:00:00+00:00,25.95833333333333,763.5187499999997,40.145833333333336,2.4791666666666665,10.958333333333336,3337.199999999997
2017-08-27 00:00:00+00:00,27.02083333333333,761.7958333333335,42.10416666666666,2.5,12.25,8119.44
2017-08-28 00:00:00+00:00,28.522727272727273,760.2954545454547,38.22727272727273,2.5454545454545454,11.886363636363635,42606.0
2017-08-29 00:00:00+00:00,28.04166666666667,759.7500000000001,41.208333333333336,2.520833333333333,13.4375,56330.64
2017-08-30 00:00:00+00:00,26.47916666666667,761.4187500000003,49.29166666666666,2.458333333333333,14.3125,58987.44
2017-08-31 00:00:00+00:00,25.6875,762.6562499999999,61.9375,2.333333333333333,17.520833333333332,21708.0
2017-09-01 00:00:00+00:00,24.80434782608696,761.2913043478262,74.32608695652173,3.239130434782609,19.717391304347824,9318.239999999996
2017-09-02 00:00:00+00:00,22.56521739130435,758.7021739130438,70.54347826086956,4.0,16.652173913043477,3019.679999999998
2017-09-03 00:00:00+00:00,18.875,758.63125,60.375,2.875,10.583333333333334,2242.080000000001
2017-09-04 00:00:00+00:00,20.39583333333333,762.3333333333331,57.29166666666666,2.625,11.25,9039.6
2017-09-05 00:00:00+00:00,21.956521739130434,764.8282608695649,59.56521739130435,2.739130434782609,13.065217391304348,46299.60000000001
2017-09-06 00:00:00+00:00,22.35416666666667,763.9187499999997,69.375,2.458333333333333,16.0625,56829.59999999999
2017-09-07 00:00:00+00:00,22.875,759.9729166666671,66.39583333333333,3.1041666666666665,16.145833333333332,59596.56
2017-09-08 00:00:00+00:00,21.45833333333333,758.8708333333334,63.5,2.6041666666666665,13.875,21196.08
2017-09-09 00:00:00+00:00,21.14583333333333,756.9166666666669,66.20833333333333,3.583333333333333,14.229166666666664,3239.999999999998
2017-09-10 00:00:00+00:00,20.916666666666668,752.4479166666665,77.91666666666667,5.645833333333332,16.729166666666668,4652.64
2017-09-11 00:00:00+00:00,19.52083333333333,750.4854166666668,74.39583333333333,3.8125,14.770833333333336,45152.64000000001
2017-09-12 00:00:00+00:00,20.08333333333333,757.88125,70.72916666666667,3.6458333333333335,14.3125,59564.15999999999
