DateTime,T,P,U,Ff,Td,Elec_Consumption
2017-05-21 00:00:00+00:00,19.84375,761.6375,55.67187500000001,3.640625,9.859375,170255.5199999997
2017-05-28 00:00:00+00:00,20.39880952380952,762.9080357142857,54.47916666666666,2.5148809523809517,10.032738095238095,287912.88
2017-06-04 00:00:00+00:00,21.875,763.5559523809522,48.526785714285715,2.455357142857143,9.678571428571429,278257.67999999964
2017-06-11 00:00:00+00:00,23.001893939393934,760.9205357142857,57.930194805194795,2.75189393939394,13.60741341991342,224013.60000000006
2017-06-18 00:00:00+00:00,25.02380952380952,761.4720238095239,52.44047619047619,2.5476190476190474,13.81845238095238,297613.43999999994
2017-06-25 00:00:00+00:00,25.17857142857143,763.5092261904763,53.8125,2.6011904761904767,14.464285714285715,279346.31999999983
2017-07-02 00:00:00+00:00,25.11309523809524,758.2940476190477,59.28869047619048,4.0,16.044642857142858,238496.4
2017-07-09 00:00:00+00:00,26.803841991341997,763.2290043290042,40.185064935064936,2.738636363636364,11.133928571428573,300160.07999999967
2017-07-16 00:00:00+00:00,27.095238095238088,759.8550595238097,53.42857142857142,3.050595238095238,15.803571428571427,280875.5999999996
2017-07-23 00:00:00+00:00,26.157738095238088,762.1035714285715,45.73511904761904,3.0029761904761902,12.497023809523812,276093.35999999964
2017-07-30 00:00:00+00:00,25.05357142857143,758.648511904762,57.57142857142857,2.886904761904762,15.604166666666664,284860.79999999946
2017-08-06 00:00:00+00:00,30.24107142857143,761.4386904761905,38.32142857142857,2.300595238095238,13.601190476190474,236183.04000000012
2017-08-13 00:00:00+00:00,27.33501552795031,760.6553830227742,48.61633022774328,3.372412008281573,14.618141821946171,237441.69999999995
2017-08-20 00:00:00+00:00,26.625,762.2354166666668,46.07440476190477,2.580357142857143,13.258928571428573,298825.1999999999
2017-08-27 00:00:00+00:00,25.181547619047624,762.8473214285713,43.63988095238096,2.6130952380952377,11.26190476190476,231996.96000000017
2017-09-03 00:00:00+00:00,24.996517974778843,760.3921689723323,56.55847684923771,2.8531549971767367,14.872870788631658,282061.43999999994
2017-09-10 00:00:00+00:00,21.58605072463768,759.8983825051761,65.75038819875775,3.2514233954451344,14.479554865424433,221160.35000000012
2017-09-17 00:00:00+00:00,20.619047619047613,759.3017857142858,72.23809523809524,3.3720238095238093,15.205357142857142,208649.52
2017-09-24 00:00:00+00:00,17.136904761904766,763.0366071428572,64.8065476190476,2.821428571428572,9.910714285714286,325869.3199999996
2017-10-01 00:00:00+00:00,17.87797619047619,764.3708333333333,71.01190476190476,2.511904761904762,12.208333333333332,341236.8
2017-10-08 00:00:00+00:00,17.970238095238095,763.7276785714283,65.20535714285714,2.7321428571428568,10.720238095238095,202461.12000000023
2017-10-15 00:00:00+00:00,17.190476190476193,767.3997023809522,71.11011904761905,2.077380952380952,11.461309523809524,211921.92000000004
2017-10-22 00:00:00+00:00,16.883928571428573,765.6598214285713,76.11607142857143,2.148809523809524,12.303571428571427,211384.08
2017-10-29 00:00:00+00:00,14.625,762.879613095238,58.97321428571429,3.2559523809523805,5.898809523809526,268142.4
2017-11-05 00:00:00+00:00,14.627846790890267,763.3837344720496,73.64816252587991,2.4919772256728776,9.630175983436851,220566.24
2017-11-12 00:00:00+00:00,12.261904761904766,759.5949404761907,75.625,2.824404761904762,7.8392857142857135,285858.7200000005
2017-11-19 00:00:00+00:00,10.012810559006214,757.3266563147,75.70212215320909,3.0306677018633543,5.743918219461698,58669.92000000003
2017-11-26 00:00:00+00:00,12.221590909090908,764.2748106060608,76.25514069264071,2.8354978354978364,7.938582251082253,259919.28000000014
2017-12-03 00:00:00+00:00,8.291019668737059,758.4527432712215,70.03131469979296,3.3150879917184257,2.67184265010352,219438.72000000012
2017-12-10 00:00:00+00:00,7.386904761904763,768.2857142857142,70.48214285714286,3.1696428571428568,2.0357142857142856,260191.44000000003
2017-12-17 00:00:00+00:00,11.288690476190471,758.3794642857144,79.69047619047619,4.738095238095238,7.75297619047619,213483.60000000006
2017-12-24 00:00:00+00:00,5.122023809523808,770.1074404761905,58.0952380952381,2.800595238095238,-2.875,205565.04000000004
2017-12-31 00:00:00+00:00,8.023809523809524,759.3380952380952,79.72321428571429,3.2113095238095237,4.571428571428573,207094.32000000015
2018-01-07 00:00:00+00:00,11.70703933747412,759.5413302277432,71.77833850931677,3.4829192546583854,6.297619047619048,259148.16
2018-01-14 00:00:00+00:00,10.639880952380949,762.0779761904761,73.71130952380952,4.285714285714287,5.7559523809523805,194212.07999999987
2018-01-21 00:00:00+00:00,10.636904761904765,760.0833333333333,76.80654761904762,3.258928571428572,6.342261904761906,200854.08000000005
2018-01-28 00:00:00+00:00,9.544678147939019,768.7025856389987,74.47329663090531,2.331168831168831,4.941346696781478,254035.44
2018-02-04 00:00:00+00:00,9.680477131564091,762.5446228590249,78.06061782420478,3.5822275550536418,5.811888292866554,235275.83999999997
2018-02-11 00:00:00+00:00,8.170289855072465,757.9365165631469,72.27872670807453,3.304089026915114,3.1909937888198763,206122.3199999999
2018-02-18 00:00:00+00:00,6.819099378881988,761.7424042443065,70.34239130434783,3.07324016563147,1.3999741200828155,270131.76
2018-02-25 00:00:00+00:00,7.501164596273291,752.5942158385092,84.54205486542443,2.9262422360248443,4.868141821946169,212699.52000000008
2018-03-04 00:00:00+00:00,5.988095238095238,752.620238095238,74.91964285714286,4.050595238095238,1.5505952380952377,215181.35999999996
2018-03-11 00:00:00+00:00,11.125776397515526,754.9840320910972,82.20069875776394,3.4468167701863357,7.935947204968945,279547.1999999998
