DateTime,Location,Commodity Name,Demand/Usage,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2017-06-20 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),337.8,,,,
2017-06-20 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),316.8,,,,
2017-06-20 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),291.6,,,,
2017-06-20 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),285.6,,,,
2017-06-20 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),284.4,,,,
2017-06-20 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),283.2,,,,
2017-06-20 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),388.2,,,,
2017-06-20 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),482.4,,,,
2017-06-20 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),526.8,,,,
2017-06-20 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),626.4,,,,
2017-06-20 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),680.4,,,,
2017-06-20 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),730.2,,,,
2017-06-20 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),739.8,,,,
2017-06-20 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),761.4,,,,
2017-06-20 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),775.8,,,,
2017-06-20 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),769.8,,,,
2017-06-20 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),763.2,,,,
2017-06-20 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),753.0,,,,
2017-06-20 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),727.2,,,,
2017-06-20 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),502.8,,,,
2017-06-20 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),481.8,,,,
2017-06-20 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),458.4,,,,
2017-06-20 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),422.4,,,,
2017-06-20 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),364.8,,,,
2017-06-21 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),328.2,,,,
2017-06-21 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),306.6,,,,
2017-06-21 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),295.2,,,,
2017-06-21 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),291.0,,,,
2017-06-21 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),292.8,,,,
2017-06-21 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),292.2,,,,
2017-06-21 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),393.6,,,,
2017-06-21 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),466.2,,,,
2017-06-21 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),522.6,,,,
2017-06-21 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),628.2,,,,
2017-06-21 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),687.6,,,,
2017-06-21 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),724.8,,,,
2017-06-21 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),736.8,,,,
2017-06-21 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),762.0,,,,
2017-06-21 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),751.8,,,,
2017-06-21 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),762.6,,,,
2017-06-21 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),747.0,,,,
2017-06-21 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),741.6,,,,
2017-06-21 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),710.4,,,,
2017-06-21 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),504.6,,,,
2017-06-21 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),472.2,,,,
2017-06-21 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),447.6,,,,
2017-06-21 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),399.0,,,,
2017-06-21 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),358.2,,,,
2017-06-22 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),317.4,,,,
2017-06-22 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),292.8,,,,
2017-06-22 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),284.4,,,,
2017-06-22 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),278.4,,,,
2017-06-22 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),283.8,,,,
2017-06-22 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),279.0,,,,
2017-06-22 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),387.6,,,,
2017-06-22 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),469.8,,,,
2017-06-22 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),531.0,,,,
2017-06-22 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),618.6,,,,
2017-06-22 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),695.4,,,,
2017-06-22 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),727.8,,,,
2017-06-22 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),748.2,,,,
2017-06-22 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),771.6,,,,
2017-06-22 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),763.2,,,,
2017-06-22 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),762.0,,,,
2017-06-22 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),739.2,,,,
2017-06-22 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),742.8,,,,
2017-06-22 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),713.4,,,,
2017-06-22 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),505.8,,,,
2017-06-22 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),477.6,,,,
2017-06-22 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),451.8,,,,
2017-06-22 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),406.8,,,,
2017-06-22 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),354.6,,,,
2017-06-23 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),320.4,,,,
2017-06-23 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),299.4,,,,
2017-06-23 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),289.2,,,,
2017-06-23 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.2,,,,
2017-06-23 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),283.8,,,,
2017-06-23 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),285.6,,,,
2017-06-23 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),337.8,,,,
2017-06-23 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),457.2,,,,
2017-06-23 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),506.4,,,,
2017-06-23 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),605.4,,,,
2017-06-23 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),675.6,,,,
2017-06-23 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),689.4,,,,
2017-06-23 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),705.0,,,,
2017-06-23 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),724.8,,,,
2017-06-23 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),732.0,,,,
2017-06-23 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),719.4,,,,
2017-06-23 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),720.6,,,,
2017-06-23 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),697.8,,,,
2017-06-23 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),690.0,,,,
2017-06-23 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),484.2,,,,
2017-06-23 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),462.6,,,,
2017-06-23 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),433.2,,,,
2017-06-23 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),411.0,,,,
2017-06-23 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),356.4,,,,
2017-06-24 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),318.6,,,,
2017-06-24 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),291.6,,,,
2017-06-24 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),276.6,,,,
2017-06-24 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),279.6,,,,
2017-06-24 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),278.4,,,,
2017-06-24 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),281.4,,,,
2017-06-24 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),287.4,,,,
2017-06-24 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),291.6,,,,
2017-06-24 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),297.0,,,,
2017-06-24 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),444.6,,,,
2017-06-24 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),504.0,,,,
2017-06-24 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),537.6,,,,
2017-06-24 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),554.4,,,,
2017-06-24 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),558.6,,,,
2017-06-24 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),408.0,,,,
2017-06-24 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),418.2,,,,
2017-06-24 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),408.6,,,,
2017-06-24 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),411.6,,,,
2017-06-24 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),417.0,,,,
2017-06-24 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),385.8,,,,
2017-06-24 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),383.4,,,,
2017-06-24 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),382.8,,,,
2017-06-24 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),345.6,,,,
2017-06-24 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),313.2,,,,
2017-06-25 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),294.0,,,,
2017-06-25 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),287.4,,,,
2017-06-25 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),273.6,,,,
2017-06-25 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),275.4,,,,
2017-06-25 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),275.4,,,,
2017-06-25 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),279.0,,,,
2017-06-25 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),285.6,,,,
2017-06-25 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.2,,,,
2017-06-25 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),276.0,,,,
2017-06-25 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),284.4,,,,
2017-06-25 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),320.4,,,,
2017-06-25 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),360.6,,,,
2017-06-25 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),362.4,,,,
2017-06-25 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),376.8,,,,
2017-06-25 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),375.6,,,,
2017-06-25 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),381.6,,,,
2017-06-25 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),392.4,,,,
2017-06-25 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),379.8,,,,
2017-06-25 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),393.6,,,,
2017-06-25 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),385.8,,,,
2017-06-25 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),376.8,,,,
2017-06-25 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),367.8,,,,
2017-06-25 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),340.8,,,,
2017-06-25 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),312.0,,,,
2017-06-26 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),298.8,,,,
2017-06-26 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),282.6,,,,
2017-06-26 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),273.6,,,,
2017-06-26 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),273.6,,,,
2017-06-26 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),276.6,,,,
2017-06-26 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),280.2,,,,
2017-06-26 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),330.6,,,,
2017-06-26 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),436.2,,,,
2017-06-26 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),508.2,,,,
2017-06-26 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),608.4,,,,
2017-06-26 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),676.2,,,,
2017-06-26 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),712.2,,,,
2017-06-26 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),726.6,,,,
2017-06-26 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),742.2,,,,
2017-06-26 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),727.2,,,,
2017-06-26 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),735.6,,,,
2017-06-26 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),736.8,,,,
2017-06-26 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),722.4,,,,
2017-06-26 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),691.8,,,,
2017-06-26 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),497.4,,,,
2017-06-26 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),465.0,,,,
2017-06-26 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),433.8,,,,
2017-06-26 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),415.8,,,,
2017-06-26 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),355.2,,,,
2017-06-27 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),322.2,,,,
2017-06-27 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),310.8,,,,
2017-06-27 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),290.4,,,,
2017-06-27 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),285.6,,,,
2017-06-27 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),289.2,,,,
2017-06-27 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),288.0,,,,
2017-06-27 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),340.2,,,,
2017-06-27 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),451.8,,,,
2017-06-27 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),521.4,,,,
2017-06-27 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),605.4,,,,
2017-06-27 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),664.8,,,,
2017-06-27 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),697.2,,,,
2017-06-27 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),714.0,,,,
2017-06-27 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),729.0,,,,
2017-06-27 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),738.0,,,,
2017-06-27 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),726.6,,,,
2017-06-27 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),736.2,,,,
2017-06-27 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),724.2,,,,
2017-06-27 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),690.0,,,,
2017-06-27 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),502.2,,,,
2017-06-27 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),463.8,,,,
2017-06-27 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),435.0,,,,
2017-06-27 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),412.2,,,,
2017-06-27 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),352.8,,,,
2017-06-28 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),322.8,,,,
2017-06-28 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),306.6,,,,
2017-06-28 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),289.2,,,,
2017-06-28 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),283.2,,,,
2017-06-28 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),284.4,,,,
2017-06-28 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.2,,,,
2017-06-28 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),334.8,,,,
2017-06-28 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),454.8,,,,
2017-06-28 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),498.6,,,,
2017-06-28 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),601.2,,,,
2017-06-28 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),672.6,,,,
2017-06-28 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),699.0,,,,
2017-06-28 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),722.4,,,,
2017-06-28 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),736.2,,,,
2017-06-28 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),730.8,,,,
2017-06-28 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),721.8,,,,
2017-06-28 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),719.4,,,,
2017-06-28 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),708.0,,,,
2017-06-28 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),681.0,,,,
2017-06-28 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),523.2,,,,
2017-06-28 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),471.6,,,,
2017-06-28 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),454.8,,,,
2017-06-28 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),421.8,,,,
2017-06-28 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),357.6,,,,
2017-06-29 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),321.6,,,,
2017-06-29 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),299.4,,,,
2017-06-29 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),284.4,,,,
2017-06-29 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),283.2,,,,
2017-06-29 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),284.4,,,,
2017-06-29 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.2,,,,
2017-06-29 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),334.8,,,,
2017-06-29 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),447.0,,,,
2017-06-29 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),503.4,,,,
2017-06-29 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),599.4,,,,
2017-06-29 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),665.4,,,,
2017-06-29 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),700.8,,,,
2017-06-29 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),710.4,,,,
2017-06-29 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),720.6,,,,
2017-06-29 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),723.6,,,,
2017-06-29 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),727.8,,,,
2017-06-29 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),711.0,,,,
2017-06-29 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),706.8,,,,
2017-06-29 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),682.8,,,,
2017-06-29 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),506.4,,,,
2017-06-29 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),463.8,,,,
2017-06-29 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),448.2,,,,
2017-06-29 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),410.4,,,,
2017-06-29 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),357.6,,,,
2017-06-30 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),330.0,,,,
2017-06-30 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),318.6,,,,
2017-06-30 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),300.6,,,,
2017-06-30 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),294.6,,,,
2017-06-30 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),294.0,,,,
2017-06-30 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),295.2,,,,
2017-06-30 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),339.0,,,,
2017-06-30 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),451.2,,,,
2017-06-30 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),497.4,,,,
2017-06-30 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),572.4,,,,
2017-06-30 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),654.0,,,,
2017-06-30 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),664.8,,,,
2017-06-30 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),692.4,,,,
2017-06-30 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),719.4,,,,
2017-06-30 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),723.0,,,,
2017-06-30 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),703.2,,,,
2017-06-30 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),691.2,,,,
2017-06-30 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),691.8,,,,
2017-06-30 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),675.0,,,,
2017-06-30 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),488.4,,,,
2017-06-30 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),466.8,,,,
2017-06-30 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),439.8,,,,
2017-06-30 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),438.6,,,,
2017-06-30 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),368.4,,,,
2017-07-01 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),325.8,,,,
2017-07-01 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),306.6,,,,
2017-07-01 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),291.0,,,,
2017-07-01 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.8,,,,
2017-07-01 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.8,,,,
2017-07-01 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),288.0,,,,
2017-07-01 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),291.0,,,,
2017-07-01 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),301.2,,,,
2017-07-01 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),313.2,,,,
2017-07-01 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),451.8,,,,
2017-07-01 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),505.8,,,,
2017-07-01 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),547.8,,,,
2017-07-01 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),545.4,,,,
2017-07-01 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),544.2,,,,
2017-07-01 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),418.8,,,,
2017-07-01 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),406.2,,,,
2017-07-01 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),423.6,,,,
2017-07-01 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),414.0,,,,
2017-07-01 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),409.2,,,,
2017-07-01 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),393.6,,,,
2017-07-01 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),391.2,,,,
2017-07-01 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),398.4,,,,
2017-07-01 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),372.0,,,,
2017-07-01 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),334.8,,,,
2017-07-02 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),308.4,,,,
2017-07-02 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),285.6,,,,
2017-07-02 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),280.8,,,,
2017-07-02 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),281.4,,,,
2017-07-02 04:00:00,Meter 1 Electricity,Electricity Usage (kWh),278.4,,,,
2017-07-02 05:00:00,Meter 1 Electricity,Electricity Usage (kWh),283.2,,,,
2017-07-02 06:00:00,Meter 1 Electricity,Electricity Usage (kWh),289.2,,,,
2017-07-02 07:00:00,Meter 1 Electricity,Electricity Usage (kWh),289.2,,,,
2017-07-02 08:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.2,,,,
2017-07-02 09:00:00,Meter 1 Electricity,Electricity Usage (kWh),286.2,,,,
2017-07-02 10:00:00,Meter 1 Electricity,Electricity Usage (kWh),319.8,,,,
2017-07-02 11:00:00,Meter 1 Electricity,Electricity Usage (kWh),359.4,,,,
2017-07-02 12:00:00,Meter 1 Electricity,Electricity Usage (kWh),363.0,,,,
2017-07-02 13:00:00,Meter 1 Electricity,Electricity Usage (kWh),365.4,,,,
2017-07-02 14:00:00,Meter 1 Electricity,Electricity Usage (kWh),367.2,,,,
2017-07-02 15:00:00,Meter 1 Electricity,Electricity Usage (kWh),373.2,,,,
2017-07-02 16:00:00,Meter 1 Electricity,Electricity Usage (kWh),384.0,,,,
2017-07-02 17:00:00,Meter 1 Electricity,Electricity Usage (kWh),380.4,,,,
2017-07-02 18:00:00,Meter 1 Electricity,Electricity Usage (kWh),384.6,,,,
2017-07-02 19:00:00,Meter 1 Electricity,Electricity Usage (kWh),368.4,,,,
2017-07-02 20:00:00,Meter 1 Electricity,Electricity Usage (kWh),370.8,,,,
2017-07-02 21:00:00,Meter 1 Electricity,Electricity Usage (kWh),383.4,,,,
2017-07-02 22:00:00,Meter 1 Electricity,Electricity Usage (kWh),337.2,,,,
2017-07-02 23:00:00,Meter 1 Electricity,Electricity Usage (kWh),312.0,,,,
2017-07-03 00:00:00,Meter 1 Electricity,Electricity Usage (kWh),300.6,,,,
2017-07-03 01:00:00,Meter 1 Electricity,Electricity Usage (kWh),294.0,,,,
2017-07-03 02:00:00,Meter 1 Electricity,Electricity Usage (kWh),278.4,,,,
2017-07-03 03:00:00,Meter 1 Electricity,Electricity Usage (kWh),275.4,,,,
