DateTime,T,P,U,Ff,Td,Elec_Consumption
2017-05-31 00:00:00+00:00,20.513392857142858,762.8080357142856,52.68750000000001,2.8258928571428568,9.639880952380949,410151.60000000015
2017-06-30 00:00:00+00:00,24.410858585858588,761.3756250000004,55.273989898989896,2.86780303030303,14.134785353535351,1066744.0800000012
2017-07-31 00:00:00+00:00,26.07734604105572,760.9625977517109,49.47794477028348,2.934934017595308,13.657258064516125,863628.4799999989
2017-08-31 00:00:00+00:00,27.283371052743416,761.6760688937057,44.64650272004761,2.7018227506481365,13.296533001827529,1011489.1199999985
2017-09-30 00:00:00+00:00,19.628230676328503,761.3485718599034,68.29296497584541,3.0576086956521737,13.222826086956525,906098.3999999992
2017-10-31 00:00:00+00:00,16.63475923328658,764.7147455002338,67.90646914446003,2.542514025245442,10.106971715755025,1092612.2399999984
2017-11-30 00:00:00+00:00,11.58470575318401,760.7954570158103,75.00563790074659,2.922183794466404,7.028211462450595,973477.4400000008
2017-12-31 00:00:00+00:00,7.937500000000003,763.421706989247,72.0141129032258,3.4200268817204305,2.8575268817204305,869985.3600000013
2018-01-31 00:00:00+00:00,10.435016362786346,763.4559147753835,74.70900803264058,3.231846869820221,5.751723936418888,1150310.1600000006
2018-02-28 00:00:00+00:00,7.024359472049688,756.9536620082815,75.15233566252586,3.4331651138716355,2.589123964803313,1107276.4800000004
2018-03-31 00:00:00+00:00,10.850806451612904,753.8707164562878,75.02653108929407,3.8134934548854607,6.2627395979429625,1125193.680000002
2018-04-30 00:00:00+00:00,16.54438405797102,761.0807518115943,64.97614734299516,2.8825785024154578,9.275996376811596,1073592.929999998
2018-05-31 00:00:00+00:00,16.983774729698645,758.3360270013803,78.71254600874165,2.5347869220151837,12.958606510236947,756400.5199999996
